timestamp,app,rating_info,stars,reviewer,review_text
10:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by uttam bhagat · Negative,2,uttam bhagat,the app stops frequently and starting the paused file sometimes does not work.
1:35,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Vishwanath Mestry · Negative,1,Vishwanath Mestry,very bad app change your membership plans
4:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Sabirali mollick Mehenatka gamign · Negative,1,Sabirali mollick Mehenatka gamign,"""please note download please , this app pay money , then his Staart the , and my 499 autopay deposit app"""
7:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Steven Coutant · Negative,1,Steven Coutant,"""Predatory with the pricing of coins, also charges you different amounts than what advertised, just paid 4 coins for 4 episodes and it charged me 26!! The ai generated artwork stopped working 100s of episides earlier and has never been addressed despite dozens of comments on each episode. Also never received coins based on purchases through connected apps. The customer service is literally non existent. This app continually gets worse but also continually increases in price. Do better greedy pig"""
12:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Tobias Hieronymus · Negative,2,Tobias Hieronymus,"""I've been very impressed so far, but unfortunately the episodes I purchased were reset, as well as some of my progress, and my purchase history is still correct."""
1:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Naren M · Negative,1,Naren M,"""Even if I Subscribed to their Premium Services & my Google playstore shows subscription is active till next month, Pocket Fm says payment is not done so I'm not subscribed.. I guess this App is Cheating money from people or their App is not well developed.. Whatever may be the case, their service seems pathetic.."""
1:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Richard Chan · Negative,1,Richard Chan,for past month nothing on here works right when first downloaded it was ok but it like the last update messed it up sometimes it will work 5 minutes after I open it others it won't work at all I'm on the verge of un installing it
1:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Amit ghosh · Negative,1,Amit ghosh,this app not successful 15 minute not work this app
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Danny Davis · Negative,1,Danny Davis,"""going down in quality for some reason. lost a 150 day streak, even though I have listened for multiple hours every single day. now can barely get the app to load. don't know what they changed but it ain't good. do better, I have spent hundreds of $ on the app and it just isn't reflecting that at all now."""
4:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Basti Purwins · Negative,2,Basti Purwins,"""Originally quite good. Unfortunately, the episodes of the series are very long, and it feels like the same treatment is being repeated ten times. Everything feels like AI. It sounds like it was free after the episode."""
8:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Justin Burtle · Negative,1,Justin Burtle,"""I am changing my review because I just had to get a new phone when I downloaded this app now you can only watch 10 ads a day? seriously? your prices for coins are insane compared to the cost of the episodes. Honestly, I will give it a try but I normally listen to this app for 5 and a half hours a day. If I can't fill that with the story I care to listen to I'll probably be deleting this app. It may be sad but I watch over 100 adds a day to use this app."""
10:33,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Suman Sharma · Negative,1,Suman Sharma,my story do not work properly. It stop when I played. they show me you should connect Bluetooth but when I connected that not work so hopefully you can solve my issue.
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by sachin donga · Negative,1,sachin donga,very bad app. app loading speed is like turtle and app hanging so much.
2:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Sumit raje · Negative,1,Sumit raje,So bad performance load Bhi Jyada Hota Hai without net issue
4:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Satish Chauhan · Negative,1,Satish Chauhan,The app is not working properly
7:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Sharon Slone · Negative,2,Sharon Slone,"""I loved the app when I first got it and now more and more it keeps crashing. I'd be in the middle of a story and it'll just crash for no reason, in the last 30 minutes it crashed 5 times."""
8:59,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Tracy I · Negative,1,Tracy I,"""Dissatisfied! watched a movie-type story on Facebook, downloaded the app to continue the story only to find it completely different! Catfishing at its finest .... No """"Movie"""" just thumbnails, one voice for all Characters (again each spoke for themselves in the """"Movie""""), different storyline ...."""
10:32,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Kristie Laatsch · Negative,2,Kristie Laatsch,"""I absolutely love listening to audiobooks, and writing them as well. However, I wrote a new Audiobook with over 100k words to be entered into the paranormal romance contest. It was a mix of a couple of the genres they accepted. I spent hours and hours writing and expanding my content to try and provide the best listening experience for my listeners and they denied my book, won't explain why, and they haven't been replying through support either. I am a little disappointed with this app recently"""
1:37,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Christian Bordi · Negative,1,Christian Bordi,"""Until yesterday, I liked it even if it felt like spending too much money. Because at some point, curiosity stops you from only listening to one or two episodes a day (with lots of repeats). But when unlocked episodes are suddenly locked and you have to pay again to continue listening, it's really too much."""
2:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by rahman amber · Negative,1,rahman amber,the app is slow af and at times it refuses to download
4:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Ch Venkat · Negative,1,Ch Venkat,App is not working
8:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Riddick Yulas Entertainment · Negative,1,Riddick Yulas Entertainment,"""1. I hate that some audio books have been approved with only 6 episodes but my 30 episode 60k+ ongoing book still has yet to be Approved after a month and half, when they say it takes UP TO 7 days. 2. I resent the fact that the only books seen/promoted are the ones advertised on other platforms. there is no way to search for new up and comer writers or stories. makes one think who are these people and why are they the only ones being promoted? seems kind of unfair and unjust if you ask me."""
10:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Sraboni Ghosh · Negative,1,Sraboni Ghosh,"""pehle pehle yeh accha lagta hai, lekin bad me jab ek karke episode ayenge tab kahani me twist aati hai. yeh tumko bolenge ke 3 episode more par iske liye 13 ads dekhne padenge. lekin yeh fm wale tumko 13 ki jagah 26 ads dikhayenge. matlab adha ghanta tumhara ads dekhne me hi net khatam. wo ek kahawat hai.... nanga nahayega kya aur nichorega kya ? itna ads koi dikhata hai bhala ?13 hi kafi the, par 26 ?? yeh kuch zyada ho gaya."""
10:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Vikash Kumar · Negative,1,Vikash Kumar,"""I am very disappointed with this app firstly there are trying to get habit of fm then they will try to force you indirectly pay unlock episode else not fm work smoothly As you get older, the episodes will decrease and ads will increase.i have tried to get multiple time to connect customer care they are showing coming 10 mint 20mints etc means pulic are free anyway I have deleted this account today because getting frustrated ,When we see that indirectly you are taking money ."""
12:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by DEMOLISHER M · Negative,2,DEMOLISHER M,"""I truly am addicted to pocket fm the stories are amazing, but the annoying part is the expiring of downloaded episodes. Sometimes I can't even play stories offline, I have to be online first before I can play them. what happen if I've used all my data and I ain't got wifi close by?"""
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jolanta Deksne · Negative,1,Jolanta Deksne,"""I'm giving it 5 stars for the fantastic audiobooks. The stories are great, but I can't listen to them anymore because they're too expensive and there are no more free episodes. That's not right. How can it be so mean? Watching so many ads first and then just buying them? The episode is a maximum of 10 minutes long, and they expect us to pay that much for it. 1 star for the ads. Think about it."""
4:30,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Calvin Ebbert · Negative,1,Calvin Ebbert,I never actually used the app I only downloaded it so I could leave this review about the ads it is extremely embarrassing when Im in my car and I have to hear about Quinn's STD blood or the superhero who forced himself on somebody's mom these stories do not intrigue me whatsoever they're just embarrassing when I'm out in public not even just because of the vulgarness of them but because I know pocket FM has a whole try not to cringe challenge and I don't want to look like I like this app
4:30,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Atanu Sarkar · Negative,2,Atanu Sarkar,The stories present are not bad but the application itself is not working properly. Too much buffering problem in the application. Try to optimise the performance of the application.
7:38,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by OKONKWO CHIKOSOLU · Negative,1,OKONKWO CHIKOSOLU,"""Each update makes it worse. can't even download as much as I want anymore, only 2 ads per day? why And why can't I pause or play it from my notification bar anymore. lots of changes that make my experience worse"""
8:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Fabian Castro · Negative,1,Fabian Castro,"""The payment method is abusive. I've paid for many episodes, but now they're repeating them and trying to get me to pay again for the episodes I've already paid for. It's a shame, since it has good content."""
10:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by p k · Negative,1,p k,very bad to open.... take 15minute or more to open app.... only buffering....
1:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Steven Conner · Negative,2,Steven Conner,I don't usually give bad reI will definitely delete this app as soon as I am done with this series much as I like the series I utterly hate the fact it constantly starts other series without your permission I can even get past the starting u with free episodes then snowballing you with steeper n steeper fees the always starting another series mostly one I hate n have deleted hundreds of times it starts it as if to mock me I will never even download from this developer again I hate it that much
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Prashant Singh · Negative,1,Prashant Singh,don't waste your data this app is useless first 1.2 episode is good but then all episodes not real video and not real voice pocket fm please full video and audio upload
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by ric -s · Negative,1,ric -s,"""Idiot trap: lures you in with a seemingly interesting film, but as soon as you install the app, the film turns into bad freeze frames, and later even those are replaced with ads. It advertises itself as a free offer, but only delivers a few free sequences, which get shorter and shorter over time, while the story is dragged out by pointless repetition."""
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Franz Grötschl · Negative,1,Franz Grötschl,"""What I don't understand is why some sentences or even entire episodes repeat themselves. Every day, an episode is unlocked, and you can unlock additional episodes with ads, which is cool. But sometimes it doesn't unlock, or it suddenly unlocks for a different series, which is frustrating. But the most annoying thing is when you've already listened to episodes, and then up to 12 or more episodes are blocked again  and you have to wait days again."""
10:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Justin Burtle · Negative,1,Justin Burtle,"""I am changing my review because I just had to get a new phone when I downloaded this app now you can only watch 10 ads a day? seriously? your prices for coins are insane compared to the cost of the episodes. Honestly, I will give it a try but I normally listen to this app for 5 and a half hours a day. If I can't fill that with the story I care to listen to I'll probably be deleting this app. It may be sad but I watch over 100 adds a day to use this app."""
1:33,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by absurd echt · Negative,1,absurd echt,Your YouTube ads aren't great. They display endless AI-generated narration that runs until you press the skip button. I wish you bankruptcy and all the worst. Sincerely.
4:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by S.K Love Story · Negative,1,S.K Love Story,bahut ghatiya application hai y sirf audio sunata hai ghatiya ghatiya application Paisa lene ke bad audio sunata hai Bhai koi log install mat karo audio sunane ke liye Paisa nahin diya hun
5:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Srushti · Negative,1,Srushti,"""please don't download the this app,few months ago I use to love this application and I gave 5 stars but now I'm hating it because they are using AI voices for all new stories. Trust me new story plots are goted but because of voice I can't keep up with it so only one star"""
8:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Kunal · Negative,1,Kunal,after purchasing premium membership then speaker or blutooth all works like broken speaker. it is not clear sound. noise is so much in all stories.
10:06,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Logic 0010 · Negative,1,Logic 0010,update with adds has ruined the app constantly crashes will not play in background freezes constantly I'm done I wish I did not recommend this app to others now. congrats you chased away a daily user of years now.
10:06,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Jan Steudler · Negative,2,Jan Steudler,"""It's a real rip-off...! While the stories are exciting, the coins are very expensive because there's no option to subscribe. Frequent malfunctions mean that when you resume an episode, you immediately jump to the next one, which you can then unlock with coins. A pretty cheeky trait!"""
1:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by ༺ Nozomi ༻ · Negative,1,༺ Nozomi ༻,"Weekly Summary for 4 Aug - 10 Aug 2025 Sentiment Score 88 Average Rating 4.4 Reviews ""2,809"" ""5   🟨🟨🟨🟨🟨🟨🟨🟨⬜⬜ 2,031 (72%)"" 4   🟨🟨⬜⬜⬜⬜⬜⬜⬜⬜ 364 (13%) 3   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 118 (4%) 2   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 75 (3%) 1   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 221 (8%) 15% of reviewers were delighted Popular Words ""Stories, Good, Love, Nice, Listen"" Common Topics ""Satisfied users, Audio, Pricing, Advertising, Bugs"" Star Ratings ""5   🟨🟨🟨🟨🟨🟨🟨🟨⬜⬜ 3,158,186 (77%) ⏸️ 0%"" ""4   🟨🟨⬜⬜⬜⬜⬜⬜⬜⬜ 545,291 (13%) ⏸️ 0%"" ""3   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 167,365 (4%) ⏸️ 0%"" ""2   🟨⬜⬜⬜⬜⬜⬜⬜⬜⬜ 69,552 (2%) ⏸️ 0%"" See more Appbot: App review alerts & repliesAPP 2:33 AM 1 new review averaging 1.0 stars"
2:33,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Laura Bonilla · Negative,1,Laura Bonilla,the stories are amazing. my phone keeps telling me that the app is slowing down the performance. it uses my battery super fast. I might have to uninstall.
4:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Daniel Delle · Negative,1,Daniel Delle,"""The prices they charge for listening to 10 minutes of a story or a book are outrageous. The next time I listen to a book, it will definitely be on Amazon. I'd pay maybe $20 for a book, not what they're asking for, like $200 or $300. It's an absolute disgrace to even offer such an app. And yes, the stories come from books, and you can also buy audiobooks on Amazon."""
4:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Suresh Babu · Negative,1,Suresh Babu,"""Why the Auto payment option only for premium subscriptions. If we need it we will make payment and listen. If we don't like it next month we will not take it premium. That is customers option. Last before month I took a premium and last month I'm busy so I cancelled Auto payment. now I'm trying to take premium payment not working correctly. i tried different payment method,But its not work. Please do to changes ASAP. 1. Add manual monthly option. 2. Fix the above payment problem in your App"""
5:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Shaun B · Negative,1,Shaun B,"""After completing listening to My Vampire System, I was shocked to see new promos advertising it. The new promos show a story so far removed from how it actually is written. One that really sticks out is the introduction of Ironman. Whoever decided that this was a sure-fire way to make this story attractive to potential downloads is nothing more than false advertising at best and a total lie at worst."""
8:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Braden Kroeker · Negative,1,Braden Kroeker,I really love this app. if they fix the bug where it takes away you're free episodes then I will change my review to a 5 star
9:00,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Anjaneyulu E · Negative,2,Anjaneyulu E,lots. of bugs
10:02,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Sultana Begum · Negative,2,Sultana Begum,the voice quality is not very good
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Boneyface Lopes · Negative,1,Boneyface Lopes,very bad I purchased coins but it is audio only. the address was in video
1:32,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by subhendu bodhuk · Negative,1,subhendu bodhuk,deu to technical issue app not working properly
1:32,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Bryan · Negative,2,Bryan,was good till the update have not been able to get into the stories anymore plan on deleting the app if I lose my daily streak and re rate at 1 star wishing I could put zero lots of money wasted for the app not to work right
9:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Maria Blamaki · Negative,1,Maria Blamaki,"""When opened, it stops; when read, it stops. It runs as a film up to about 10 episodes. Then there are pictures with signatures. That's really not possible. You can't read or see something like that; it's rubbish."""
10:08,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Dayna Jones · Negative,1,Dayna Jones,Dear Google. Pocket FM is deceptive and misleading in its add watching to unlock episodes. It said watch one add and unlock three episodes. None were unlocked. instead it changed to watch eleven adds to unlock three episodes. This has been ongoing for months. Pocket FM has been notified and has done nothing to fix this issue
11:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by BHARATHI DEVI CVS · Negative,1,BHARATHI DEVI CVS,app is not downloading fix this problem
11:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by kyle unwin · Negative,1,kyle unwin,it messes you about starts off with 10 free episodes every 24hours. then 4 episodes every 48 hours. the offerwall offers you to download games to earn free coins however they never pay out and pocketful runs it as a seperate site. you recieve a generic email before finally being told you didn't download from them when you did. waste of time and money.
12:07,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Fikret Aktas · Negative,1,Fikret Aktas,"""Pocket FM is a complete rip-off. For 300 coins, you don't even get 12 episodes. They steal your coins without shame. Each episode is constantly repeating half of the previous one. It's not the first time, but it's happening all the time. I want my money back. I'd prefer not to give any more stars if that were possible."""
7:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Regiemar De guzman · Negative,1,Regiemar De guzman,"""It's always loading even though I have a load. When I tap on the series I want to listen to, it just loads. Please fix it. It's annoying."""
7:35,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Matthew Adams · Negative,1,Matthew Adams,will change from 1 to 5 stars if you fix it. for 2 weeks it won't load any books up when I click on something. shows a circle loading and that's it.
10:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Lokesh Ganesh · Negative,1,Lokesh Ganesh,llots off bugs and marketing activities in the app instead of stories llots ads
2:31,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Afsal Muhammed · Negative,2,Afsal Muhammed,story's was good but app is too hang and very lag
3:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by barfightin · Negative,1,barfightin,"""bandwidth and memory hog, auto play starts in on position and will eat your coins up rapidly since each 5 to 10 min segments are not cheep cause the over all book way to expensive, free unlocks don't always unlock, and if you do use coins to unlock an episode you don't get the time back to free unlock so you have to wait 72hrs or so, very glitchy and auto-unlock button disappears causing coins to be use, due that it starts in auto play on position, so no multi tasking have to babysit app"""
4:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Rajdeep Gupta · Negative,2,Rajdeep Gupta,"""Worst app, I got 100 coins after completing an audiobook series but Somewhere they launch Auto unlock which Can waste my all coin without uny permission. Then I buy 80rs coin but It buy automatically All episodes which i don't want. Than I collect 60 coins But it automatically buy episodes and waste my coins. When I see where coin gone then they show I buy episode from audiobook which I unlocked by Watching add. This Way This app wasting our coin Without permission. remove/Ban Auto-unlock."""
5:36,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Business Kikstart · Negative,1,Business Kikstart,i love the story but app is crashed frequently hence i uninstall this application sorry
7:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Ty Stockton · Negative,1,Ty Stockton,"""Constantly freezing and shutting off, extremely stressful when trying to work."""
10:02,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Moon-Wolf · Negative,1,Moon-Wolf,almost impossible to navigate the app can't find anything that I'm actually looking for. the actual stories are completely different than what is on the app compared to the commercials. it's extremely irritating and I would greatly appreciate it if you stop sending me notifications for this sad excuse of a story app YouTube has way better stories.
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Tamela J · Negative,1,Tamela J,"""The listening app was great in the beginning. Episodes stop playing every 3 to 5 mins during listening- to frequent to enjoy. They offer free coins after completing long surveys they can't deliver! After reaching out & complaining; all they've done is check back after several days or longer asking,'has the issue(s) been resolved?'. Clearly, it hasn't. They've now asked me 3 or 4 times. It's 2 months later & I'm still being asked the same thing. DON'T WASTE YOUR TIME downloading this app."""
1:06,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Rehan Raza · Negative,1,Rehan Raza,This app is very disappointing in many aspects. Especially in old stories. Like the first time I logged into this app I found many interesting stories and added them into the library so that the stories don't lose. But due to some personal reasons I have to change my device and I logged in to the app all the stories in the library are erased. And when I tried to search for them I didn't find any of the stories like that they were never available. That's very disappointing for the users
1:35,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Lynn Fletcher · Negative,1,Lynn Fletcher,"""I downloaded the app after watching a partial story that left me wanting to hear how it ended. As I was setting up my initial account, I was, of course, prompted to accept their terms and conditions to continue. This is common practice now, as they have to legally disclose how and what the app will be accessing, either on your phone, computer, or other electronic devise. However, this app goes too far. They can access and listen to your phone calls/texts, business info, etc. NO!!! DELETE!"""
1:35,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Alan Johnson · Negative,2,Alan Johnson,the adverts you see do not match the story esp with my vampire system the story is great and had me hooked until the 1000 year time jump that spoiled the story but i was invested so battled on then the dodgy animations and naration stopped around episode 1600 and its a money grab you have to watch loads of ads to unlock episodes or wait a day or 2 for some to unlock or keep paying for coins which vanish very quick i was a daily listener but refuse to pay now as the story has gone off
6:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by Lee Hurtado · Negative,2,Lee Hurtado,I love the story of my vampire system I been paying for it but now its doing adds none stop
7:30,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Susan Hopwood · Negative,1,Susan Hopwood,I started a book where the character had silver hair and violet eyes and an inner wolf who spoke to her. she befriended the alphas beta...then the character's features changed to copper hair and doe eyes. Her wolf stopped speaking to her. The beta changed sex and name and no longer knew her. It was jarring and took me out of the moment. it clearly felt like it was ai written and badly as well. I do NOT recommend.
9:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Busrasaikh · Negative,1,Busrasaikh,this app is not working properly
9:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Amanda Bealmear · Negative,1,Amanda Bealmear,"""Audio book app that only allows 3 """"free"""" episodes per day - keep in mind each """"episode"""" is barely 8 mins. Extra listening is RIDICULOUSLY overpriced & every episode you listen to back to back - the price goes up! After just 5 of the 8 minute episodes, you'll find yourself paying $3-$6 per episode to continue listening. It's absolutely absurd & the micro purchases are no better than online gambling games. Get hooked on a story and shovel out stupid amounts of cash to keep going."""
11:34,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Jean-Pierre Coetzee · Negative,1,Jean-Pierre Coetzee,since getting some coins I am unable to keep on watching vids for episodes. now I can only get 5 episodes with ads a day. used to watch ads the whole morning while getting ready so that I have at least 20 episodes by thr time I get to work. now im stuck with 5. Just because I used coins once!
4:01,Pocket FM: Audio Series (Google Play),★★☆☆☆ · by JITHURAJ AJ · Negative,2,JITHURAJ AJ,"""Leo AD 2500 Please show the photo in the video from 1 to 44 and tell the story in the rest of the video. It's not fun to watch because there is no video. This series is changing. It was a good series but I'm uninstalling it because there is no video. Bro, plz add a video."""
7:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Zyerrah Smith · Negative,1,Zyerrah Smith,it was really good but now when I get to my last few ads to get a free story it glitches out and says I have reached my daily limit. if this continues to happen I will be Unstalling this app
7:31,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Stephanie Bradford · Negative,1,Stephanie Bradford,Don't download. The stories are messed up and the app is glitchy. super disappointed.
8:42,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Thomas Brown · Negative,1,Thomas Brown,stories over then you expect them to pay to get back to where they at can you add stories to people that they don't even want to listen to can you delete the stories you don't want to listen to and not put it back stop putting stories n My que or my library
12:01,Pocket FM: Audio Series (Google Play),★☆☆☆☆ · by Prabakaran B · Negative,1,Prabakaran B,best error and load for many times
