timestamp,day,reviewer,stars,text,platform
5:31,18,Guest,1,"Rises Archiv an Ki-generierten Geschichten. Videos und Sprecher alles Ki. Kann ich mit leben, weil ich es nur als Hörbuch. Ab und zu Inkosistenzen in der Handlung und bei den Personen. Ich nutze die App ohne Bezahlung und nehme dann gerne 20x Werbung in Kauf, während ich nebenbei abwasche. Niemand schaut sich die Werbung an, hoffe ich. Was aber nervt, wenn in einem Wetbeblock 2x Werbung gezeigt wird. Am Ende ist es nicht 20x Werbung, sondern 30x und das geht gar nicht."" ""Rise's archive of AI-generated stories. Videos and narration are all AI. I can live with that, as I only listen to it as an audiobook. Occasional inconsistencies in the plot and characters. I use the app for free and am happy to put up with 20 ads while I do the dishes. No one watches them, I hope. It's annoying, though, when two ads are shown in a competition block. In the end, it's not 20 ads, but 30, and that's just not acceptable.",Android
7:01,19,PRIYA PANDEY,1,properly not working,Android
7:01,19,Wes Wells,1,money pit,Android
7:01,19,༄TNs᭄Xausty,1,"Great app with a lot of great stories. Just wish more episodes unlocked per day. Update, Another good app ruined by ads.... Paid a stupid amount to listen to a book and now have to listen to ads.",Android
7:31,20,Rajesh Rathi (R.K),2,"मंथली ईयरली सब्सक्रिप्शन यूपीआई तथा बैंक credit debit card दोबारा रिचार्ज नहीं हो रहा यह केवल कॉन से रिचार्ज हो रहा है जो की बहुत महंगा पड़ता है डेवलपर को ठीक करने का कष्ट करें ""Monthly yearly subscription UPI and bank credit debit card is not getting recharged again, it is getting recharged only from con which is very expensive, please take the trouble of fixing it with the developer",Android
8:34,21,Heidi Feldman,1,Downloaded just to delete it and very disappointed. Very sad the story changes from what you originally watch before downloading the app. The stories suck once you download and start listening to them.,Android
8:34,21,ed abu,1,"I used to love a respect pocket fm, now I'm forced to tolerate them, I believe they have a great platform, however they have chosen cheap means to annoy their loyalty users. what was once a peaceful retreat from my life's up and downs has become an annoying thing, they force ads on you while listening to your favorite beloved stories and more ads to continue listening as a way to gain little profits, is there a better app out there? because I'm honestly only using this app, bcz no otr option",Android
8:34,21,RAMPURJAUNPUR LUCC,1,Chanakya audio very poor sound,Android
8:34,21,ABIN EBY,1,if someone likes one series they will reduce the free episodes from beginning four free episodes per day when we likes the series or listen to it little more you guys reduce the free episodes to one free episode per day what the hack guys you guys irritated so many free user,Android
9:01,22,The Great Escape River House,1,"I took a survey on Pocket FM about pricing but couldn't leave written feedback. They asked what I pay for services like Netflix or YouTube-but those don’t cap usage. Pocket FM plans limit daily listening time, & unused time doesn’t roll over. I’d rather binge one story at a time without restrictions. If I follow multiple stories, I don’t want to be penalized for how much I listen. And price it at $20 a month, allowing for complete streaming of the stories your customers want to hear-NO LIMITS",Android
10:02,23,Deepu Kushawa,1,Aaj Tak ke sabse ghatiya app hai jo pocket FM hai kyunki yah app mere phone mein 2 second Se jyada nahin tik rahi hai kyunki Jaise Main apni ek story start karta hun main just band hi karta tab hi yah Apne piche se background band kar deta hai itna ghatiya itna ghatiya hai maine kabhi nahin dekha,Android
10:02,23,Akshat Singh,2,after 1-2 visual episodes it has only option of viewing image with background audio ...feels like someone reading story,Android
10:02,23,Morning Glory,1,"Commercials - too many, too ridiculous, too inappropriate. unsubscribing",Android
10:31,24,Julio cesar Guerrero de la cruz,1,aburrido Bored,Android
11:33,25,J. Jester,1,At first i loved it! was absorbed into one book but after a few changes and updates to the app and how it works its garbage. ive been waiting weeks for my daily unlock timer that restarts when it reachs 0 and only coins work to unlock...im not spending 50 bucks on 3 hours (in 7 min episodes) of a book when audible gives me a whole novel (26 hours average) for 18 bucks ive now lost all intrest in the book (sadly) and the app. charging 1k for coins to unlock a book.... disgusting,Android
11:33,25,Ashay Choudhary,1,stop the freaking adverts or stop grabbing money in the name of premium subscription. money hoggers.,Android
11:33,25,Raj Bhai,2,cream alrt,Android
1:01,26,Amritlal Maurya,1,Audio just buffering. Cleared the cache too. Why is this happening,Android
1:01,26,Purple Dragon,1,DO NOT DOWNLOAD!! THEY CHEAT U OUT OF COINS AND REPEAT EPISODES WASTING URE COINS...,Android
1:01,26,Jason S,2,I love the audible book I am listening to. my main issue is how expensive it is for coins. I'd rather pay a monthly subscription.. once my serious is over I'll prob just delete thw app.. doesn't make sense to spend hundreds on this since now I know the coins to unlock the next episode is up n down. there is no consistency. do a flat monthly fee and the app would be worth it,Android
1:01,26,Success,1,it's nice though it also keeps me company,Android
1:01,26,American Pride3,1,So apparently if you start a story over it goes crazy jumping back and forth between chapters. What is wrong with the IT employee's that you have that you can't get a simple story app to work correctly. Fix immediately. Thank you,Android
1:01,26,Kona Avinash,1,I DON'T WANT TO GIVE ONE STAR ALSO BECAUSE THERE NO NEW STORIES IN TELUGU AND I AM REQUESTING TO DUB HINDI STORIES IN TO TELUGU STORIES,Android
1:31,27,Sage Bonip,2,I was very far in my vampire system and the app set me way back now I have to wait days maybe weeks to listen to any new chapters or episodes unless I spend money don't get invested in anything on this app unless they fix it,Android
1:31,27,raul alex,1,"Piden casi un euro para cada episodio....quien se come eso? al principio te elibera 5 o 6 episodios para enganchar....después pagar casi un euro para cada episodio o tragarte 16 videos publicitarios para desbloquear solo 2 episodios ( se tarda casi una hora de publicidad para desbloquear dos videos de 10 minutos), pues paso, mi tiempo vale más que eso, si me vendes algo véndelo entero en un único pago, no tienen esa opción así que Adiós Lucas...."" ""They ask for almost a euro for each episode... who's going to eat that? At first, they release 5 or 6 episodes to get you hooked... then paying almost a euro for each episode or having to swallow 16 advertising videos to unlock only 2 episodes (it takes almost an hour of advertising to unlock two 10-minute videos), well, I'll pass. My time is worth more than that. If you sell me something, sell it all in one payment. They don't have that option, so Goodbye Lucas...",Android
2:36,28,Julius Figures,1,This app is far too frequent,Android
2:36,28,Kutty Malayali,1,one month subscription type is must,Android
2:36,28,James Smithy Jr,1,"horrible, the commercial for this app is literally 30min long. I've blocked the ads, and they still come. I will never use your pocket fm. the absolute worse",Android
2:36,28,Charity Nikoi,2,"it has manipulative pricing, such us releasing only one free episode per day. For some reason the watch ads for extra free episodes is taken away after a while. The exchange rate to the dollar stay same even if there is exchange appreciation. The lowest buying cost of coins is also removed after a while. I want to ask, WHY ALL THESE MANIPULATIONS?",Android
4:01,29,Joseph Holt,1,just after I gave this a 4 star my price per episode tripled. I love it be for that.,Android
4:01,29,Natalie Ashby,1,I pay for a book and then when the money was over with I couldn't listen to any more of the book 2 days,Android
4:35,30,Josh Watson,1,constant ads now. used to only be occasional now its one every 5 minutes it seems,Android
6:01,31,ashley cusson,1,poor customer service i used to love the app but the current customer service situation has mr hating it more every day,Android
8:32,32,sweety fai,1,very poor,Android
8:32,32,Chris Reeme,1,I love listening to this daily however the offers to complete task for coins is becoming more of a SCAM when they claim that they can't validate things just to get out of rewarding you for completing tasks. and yes they were on games that I have never played as well as they were downloaded through the offer page in the pocket FM app. the partners still want to claim that they can validate it even after I have provided screenshots of proof of completion. Do better POCKET FM.,Android
9:00,33,Akhilesh Tarase,1,excellent,Android
9:00,33,Athena cortez,1,"So, frustrating you can't add another account once you download the app. There is no way of contact someone for help. The instructions they give you are so vague.",Android
9:00,33,ARBAB KHAN,1,free episode is not opening,Android
10:01,34,uttam bhagat,2,the app stops frequently and starting the paused file sometimes does not work.,Android
10:01,34,Cody Stinchcomb,2,Adds interrupting episodes. this app has gone downhill quickly.,Android
10:55,35,ankita divekar,1,"I have recharged the premium plan, but it's a waste of money. The low coin and episodes did not unlock.",Android
1:01,36,Meera Rajenthiran,2,ok,Android
1:35,37,Kanakaraju Gadhi,1,okay,Android
1:35,37,AJAZ Pathan,2,good,Android
1:35,37,John Ahiatsi,2,"I like the stories but when you complete a quest to gain coins, then the app begins to malfunction. for this I rate you two Stars",Android
1:35,37,Vishwanath Mestry,1,very bad app change your membership plans,Android
4:01,38,AlphaQ,1,Would rate 0 if they had the option. The app steals people's work and uses A.I. to ruin it.,Android
4:01,38,Sabirali mollick Mehenatka gamign,1,"please note download please , this app pay money , then his Staart the , and my 499 autopay deposit app",Android
6:01,39,Prabhat Ranjan,2,please restart the story New avatar many people is waiting for the story to restart,Android
7:01,40,Steven Coutant,1,"Predatory with the pricing of coins, also charges you different amounts than what advertised, just paid 4 coins for 4 episodes and it charged me 26!! The ai generated artwork stopped working 100s of episides earlier and has never been addressed despite dozens of comments on each episode. Also never received coins based on purchases through connected apps. The customer service is literally non existent. This app continually gets worse but also continually increases in price. Do better greedy pig",Android
7:36,41,Casey Good,1,"they advertise samples of books and the sample of the book in there advertising, doesn't match the book. like the , my vampire system. there at least 3 different versions they advertise and not one is correct.",Android
8:36,42,Ivy Pearl McVay,2,"In my personal opinion, it's not worth it.",Android
9:01,43,Shyam_diwani_maa 13jaan,1,bhut jyada lut ta he or story ko gumata hi rehta h,Android
9:01,43,David Copperfield-Charles Dickens Book,2,You FORCE us to watch episodes on other stories we do not choose to watch. You automaticly take payments for these unwanted stories. You are thefts!,Android
9:01,43,Taichi Wijchen,1,"Sinds de laatste update komen er nog maar 3 ipv 8 episodes per dag bij. Dit verpest de beleving en het gebruiksplezier. Zeker nu er ook nog reclames doorheen komen. ""Since the last update, only 3 episodes are added per day instead of 8. This ruins the experience and user enjoyment, especially now that there are also commercials interspersed.",Android
10:02,44,kingsaviorself ps4,1,inconsistent and misleading app. somedays you can listen to 10 episodes for free other days just 2. if you want to listen to another episode you must listen to 21 adds first.,Android
10:47,45,Neha Masarkar,2,Finally I am done with this app. Even after buying premium subscription free episodes are not unlocking. The app shows the episodes that I have already listened too as if I have not listened and new episodes won't unlock stating I have 3 hours worth of pending episodes to listen. No matter how many times I load the app it shows the same. Premium subscription is scam and waste of money don't buy it.,Android
10:47,45,Dusti T,1,makes you wait 24 to 48 hours to listen to only 2 or 3 episodes that are only 5 to 7 minutes long. and wants you to pay to keep from waiting,Android
10:47,45,Jay Kisan,1,nice,Android
11:32,46,JPC4th,1,"Save your time and money. The app is basically a money-making scam. Episodes will randomly jump from 2 coins to 8 or more coins. Surveys to earn coins will become unavailable. Thus, in order to listen continually, you have 2 other choices. You can pay a small fortune for more coins. Or you can """"complete tasks"""" to earn coins, but it requires you to give away your personal information.",Android
11:32,46,Slyrack,1,"Beware of spending money to earn point to listen to. The stories if you have complaints, they will Ignore you at all cost",Android
12:01,47,sandeep maurya,1,"Lots of irritating ads. Jinke pas itne income hogi yaha spend karne kii, unke pas tumhari piddi bhar si kahani sunne bhar ka time nahi rahega. Itna kafi nahi hai kya apna internet data use kr rahe hai tumhari kahani sunne k liye jiske liye already paid kr chuke hote hai. So, withdraw your income from the Internet provider otherwise ye bhi 1-din band ho jayega.",Android
12:01,47,Tobias Hieronymus,2,"war bis jetzt soweit positiv begeistert, leider wurden von mir gekaufte Episoden zurückgesetzt, sowie teils meines Fortschritts und auch der Kaufverlauf ist noch korrekt."" ""I've been very impressed so far, but unfortunately the episodes I purchased were reset, as well as some of my progress, and my purchase history is still correct.",Android
1:01,48,Naren M,1,"Even if I Subscribed to their Premium Services & my Google playstore shows subscription is active till next month, Pocket Fm says payment is not done so I'm not subscribed.. I guess this App is Cheating money from people or their App is not well developed.. Whatever may be the case, their service seems pathetic..",Android
1:01,48,Shivam Rautela,1,सुपर योद्धा के एपिसोड लेट अपलोड करते हैं और सभी कहानियों के भी। Super warrior episodes upload late and also all stories.,Android
1:01,48,Richard Chan,1,for past month nothing on here works right when first downloaded it was ok but it like the last update messed it up sometimes it will work 5 minutes after I open it others it won't work at all I'm on the verge of un installing it,Android
1:31,49,Amit ghosh,1,this app not successful 15 minute not work this app,Android
1:31,49,akmd asadujjaman,1,3 free try but at fast paid money,Android
3:01,50,Danny Davis,1,"going down in quality for some reason. lost a 150 day streak, even though I have listened for multiple hours every single day. now can barely get the app to load. don't know what they changed but it ain't good. do better, I have spent hundreds of $ on the app and it just isn't reflecting that at all now.",Android
3:01,50,Santosh,1,"worst it, after getting pass also they add much adds..., it was ads free then why we show ads..?",Android
4:01,51,Basti Purwins,2,"ursprünglich ganz gut. leider sind die episode episode der serien sehr lang, man hat das gefühl das sich die selben handling 10 mal wiederholt. Alles fühlt sich nach ki an. Man schallt kam nach episode Frei."" ""Originally quite good. Unfortunately, the episodes of the series are very long, and it feels like the same treatment is being repeated ten times. Everything feels like AI. It sounds like it was free after the episode.",Android
5:32,52,Daniel Wiebe,2,"stories are well written, but this is a bit of a rip off, because you will be endlessly buying coins at a high price. My advice is to turn it into a subscription service the way audible does, so it's not such a rip off for your customers.",Android
5:32,52,Holger,1,"Lieber nicht. Programm ist gut bis zu Coins kaufen,muss das sein ? Kostenlos nur bis zum Coinkauf,sonst morgen wieder für 10 min. Abzocke Vorsicht"" ""Better not. The program is good until you buy coins, but is that really necessary? It's only free until you buy coins, otherwise you'll have to pay again for 10 minutes tomorrow. It's a rip-off. Be careful.",Android
7:01,53,Pandimadevi Devi,2,money minded,Android
8:31,54,Justin Burtle,1,"I am changing my review because I just had to get a new phone when I downloaded this app now you can only watch 10 ads a day? seriously? your prices for coins are insane compared to the cost of the episodes. Honestly, I will give it a try but I normally listen to this app for 5 and a half hours a day. If I can't fill that with the story I care to listen to I'll probably be deleting this app. It may be sad but I watch over 100 adds a day to use this app.",Android
9:01,55,saurav shankar srivastava,2,good,Android
9:01,55,Cory Shepard,1,"wayy too expensive just to listen to one story, 30 bucks for """"240"""" coins when it'd take like 5k coins or more to listen to the whole thing.",Android
10:33,56,Nur hosain Sk,1,wow,Android
10:33,56,Suman Sharma,1,my story do not work properly. It stop when I played. they show me you should connect Bluetooth but when I connected that not work so hopefully you can solve my issue.,Android
12:01,57,Thirthesh Thirtha,2,primium members not full episode daily 1 episode one one series only 7 episode not really like pocketfm,Android
12:01,57,Jatlife Jat,1,doesn't work properly,Android
12:01,57,sachin donga,1,very bad app. app loading speed is like turtle and app hanging so much.,Android
1:31,58,Kai Schäffer,1,"Was ich schlecht finde. 1. Das es irgendwann nur nur eine Folge pro Tag frei geschaltet werden statt 5 wie am Anfang. 2. Das automatisch eine neue Serie angefangen wird und das man es nicht abschalten kann. 3. Der Schlaf-Modus der ist viel zu kurz mit 45 min. Wenn man den so einstellen könnte wie man will wäre es besser oder er nach dem die kostenlose folgen zu ende ist wäre besser. 4. Es werden nicht alle Folgen als angehört markiert ob wohl man sie angehört hat. 5. Probleme in der Sprach. ""What I don't like: 1. That at some point only one episode per day is unlocked instead of 5 like at the beginning. 2. That a new series starts automatically and you can't turn it off. 3. The sleep mode is much too short at 45 minutes. It would be better if you could set it the way you want, or if it started after the free episodes have ended. 4. Not all episodes are marked as listened to even though you have listened to them. 5. Language problems.",Android
2:31,59,Sumit raje,1,So bad performance load Bhi Jyada Hota Hai without net issue,Android
3:01,60,Clarissa Howes,1,"I have spent north of $100 just to hear the """"first season"""" of a book. Do not use this app. You will not be satisfied, as well as having to pay money and coins for every 9.5 minutes of a book. NOT WORTH IT!",Android
3:01,60,Tanja larsen,1,"erst ist eure werbung auf deutsch und dann wenn man es downloadet ist doch alles auf englisch.also die audio einstellung nur auf englisch. als wieder gelöscht. ""First, your ad is in German, and then when you download it, everything is in English. So, the audio settings are only in English. So, it was deleted again.",Android
4:01,61,Satish Chauhan,1,bekar app chal hi nahi raha The app is not working properly,Android
4:01,61,By: HF,1,"estaba todo bien hasta que comenzaron a poner anuncios incluso en episodios que ya había uno desbloqueado con monedas, cada vez ponen más anuncios y se afecta mucho la experiencia"" Everything was fine until they started putting ads even in episodes that already had one unlocked with coins. They put more and more ads and the experience is greatly affected.",Android
4:31,62,Goutam Kander,1,good,Android
4:31,62,Aainoor Mansuri,2,its ok ok,Android
5:31,63,Narayan Sarkar,1,Good,Android
7:01,64,Sharon Slone,2,"I loved the app when I first got it and now more and more it keeps crashing. I'd be in the middle of a story and it'll just crash for no reason, in the last 30 minutes it crashed 5 times.",Android
7:01,64,paul vandal,2,I really like the stories but only three or four shorts for free s day the rest you have to pay for. also I have had issues with stories not unlocking the three free paragraphs and have tried twice to contact support and have yet 2 weeks later to have any help at all. Also when you do purchase coins to listen to more episodes it get far to expensive per story I burned through 8$ so fast that I have decided not to purchase any more coins.,Android
8:59,65,CHIKKALA TEJA,1,coin's price to much very high,Android
8:59,65,Fairy World bliss,1,"meri favourite story kitni mohabbat hai kyun nhi dee rahe bohut bekaar ho tum log koi fikr nhi hai users ki bekaar log Han ni toh """" KITNI MOHABBAT HAI"""" story author sanjana kirodiwal by RJ Sona.... please pocket fm pr daaldo phirseyyy yrrrrr please",Android
8:59,65,Tracy I,1,"Dissatisfied! watched a movie-type story on Facebook, downloaded the app to continue the story only to find it completely different! Catfishing at its finest .... No """"Movie"""" just thumbnails, one voice for all Characters (again each spoke for themselves in the """"Movie""""), different storyline ....",Android
9:06,66,Ranjita Yadav,1,good but provide video free,Android
9:06,66,golu baghel,2,godd,Android
10:01,67,chandan sharma,2,you people have to listen at least one time to headphone app .,Android
10:32,68,Jishnu,1,"I heard purchased it pocket fm premium i am not able to hear the latest episode . In this case, purchasing premium is of no use. kindly resolve this case as soon as possible",Android
11:39,69,abe amidon,2,while the content is okay. the app is set to take coins by turning on auto unlock everyday. The chapters are also more expensive as you go on. if you want to finish a story in the next year you will need to pay. they consistently change the price of coins and reduce the amount of free unlocks everyday. So far I have started 2 stories. the app says I started about 10. which I have deleted from my que only to have them put back in. Overall designed to inflate their numbers with views they started,Android
12:07,70,Heiko D,1,"Ich habe es gerne gehört und auch viel Geld bezahlt. Heute nach einem Update, wurden mir 15 Folgen geklaut, für die ich bereits bezahlt hatte. Frechheit!!!!"" ""I enjoyed listening to it and paid a lot of money for it. Today, after an update, 15 episodes were stolen, which I had already paid for. What a disgrace!",Android
1:37,71,Christian Bordi,1,"Bis gestern mochte ich es auch wenn man gefühlt zuviel Geld los wird. Da mann irgendwann vor neugierde nicht jeden Tag nur 1-2 hören folgen (mit viel wiederholungen). Aber wenn freigeschaltete Episoden plötzlich gesperrt sind und nochmals bezahlt werden müssen um weiter zuhören ist das echt zuviel. ""Until yesterday, I liked it even if it felt like spending too much money. Because at some point, curiosity stops you from only listening to one or two episodes a day (with lots of repeats). But when unlocked episodes are suddenly locked and you have to pay again to continue listening, it's really too much.",Android
2:31,72,rahman amber,1,the app is slow af and at times it refuses to download,Android
4:01,73,Ch Venkat,1,App is not working,Android
4:01,73,fernando a,2,it's is seamless to use but they are very money hungry on this app,Android
5:31,74,Romeo Strelec,2,"Das Vampirsystem"""" Tolle Story! Aber bei über 1000 Folgen, viel zu teuer. Anfangs konnte ich täglich noch ca. 6 Folgen Gratis hören, jetzt nur noch 2 Folgen!!! Hier wäre ein zahlbares Abosystem von nöten!"" """"""The Vampire System"""" Great story! But with over 1,000 episodes, it's way too expensive. At first, I could listen to about six episodes a day for free, but now I only get two! A paid subscription system is needed here!",Android
6:05,75,thecrow1366,1,mucha publicidad y algunas app que recomiendan son una estafa Lots of advertising and some of the apps they recommend are scams.,Android
7:00,76,Amanda Wilder,2,costs a little much!!!!,Android
7:00,76,Hemanthkumar M,1,bad,Android
7:31,77,Blayne Mayo,1,"It's good but where is session 2 of """"The Chosen One"""" And why so many ads to get more episodes also nothing I have will load anymore. No matter how much service I have",Android
8:31,78,Riddick Yulas Entertainment,1,"1. I hate that some audio books have been approved with only 6 episodes but my 30 episode 60k+ ongoing book still has yet to be Approved after a month and half, when they say it takes UP TO 7 days. 2. I resent the fact that the only books seen/promoted are the ones advertised on other platforms. there is no way to search for new up and comer writers or stories. makes one think who are these people and why are they the only ones being promoted? seems kind of unfair and unjust if you ask me.",Android
8:31,78,Thomas Dorst,1,it's good but it takes a while to get the free coins so I can finish the story.,Android
10:01,79,Sraboni Ghosh,1,"pehle pehle yeh accha lagta hai, lekin bad me jab ek karke episode ayenge tab kahani me twist aati hai. yeh tumko bolenge ke 3 episode more par iske liye 13 ads dekhne padenge. lekin yeh fm wale tumko 13 ki jagah 26 ads dikhayenge. matlab adha ghanta tumhara ads dekhne me hi net khatam. wo ek kahawat hai.... nanga nahayega kya aur nichorega kya ? itna ads koi dikhata hai bhala ?13 hi kafi the, par 26 ?? yeh kuch zyada ho gaya.",Android
10:01,79,Rajesh Mandal,1,pocket app me series ka episodes five free kre tomorrow,Android
10:31,80,Vikash Kumar,1,"I am very disappointed with this app firstly there are trying to get habit of fm then they will try to force you indirectly pay unlock episode else not fm work smoothly As you get older, the episodes will decrease and ads will increase.i have tried to get multiple time to connect customer care they are showing coming 10 mint 20mints etc means pulic are free anyway I have deleted this account today because getting frustrated ,When we see that indirectly you are taking money .",Android
11:33,81,Shivam Jaiswal,1,Total waste... haven't seen any intertainament app with same story line...with all foolish people... this type of people does not exist now... donkey is way more smarter then writers of this shoes,Android
12:01,82,Bernard Hong,1,I really liked this app til I fell asleep woke up and found out that a ~33$ purchase and 3$ purchase was charged to my card Ive contacted google playstore and will contact paypal to refute,Android
12:01,82,DEMOLISHER M,2,"I truly am addicted to pocket fm the stories are amazing, but the annoying part is the expiring of downloaded episodes. Sometimes I can't even play stories offline, I have to be online first before I can play them. what happen if I've used all my data and I ain't got wifi close by?",Android
12:01,82,Jolanta Deksne,1,"Ich gebe 5 Sterne für die tolle hörbucher, die Geschichten sind toll, aber die kann ich nict mehr höre, weil es zu teuer ist und kostenlose folgen gibts nicht mehr. das ist nicht im ordnung. wie kann es so gemein sein. erstmal so viele werbunge anschauen und dan nur kaufen. die folge ist maksimum 10 minuten und will das wir fur die zahlen so viel. 1stern fur die werbung. denk mal drüber nach."" ""I'm giving it 5 stars for the fantastic audiobooks. The stories are great, but I can't listen to them anymore because they're too expensive and there are no more free episodes. That's not right. How can it be so mean? Watching so many ads first and then just buying them? The episode is a maximum of 10 minutes long, and they expect us to pay that much for it. 1 star for the ads. Think about it.",Android
1:31,83,Iqra Yameen,1,the app is not installing in my device I don't know why it is happening I have many time trade to install this app the app is not coming in my device help me please,Android
1:31,83,Jayant Gujar,1,very money minded app and stories or episode are not properly loaded time to time.Stories are not interesting and many time they shift in between even to unwanted episode.after removal from list still app stories forcibly open up.,Android
2:34,84,pratik lama,2,wow,Android
